1	93,5555555555556
2	93,5555555555556
3	94,2222222222222
4	94,2222222222222
5	94,6666666666667
6	94,4444444444444
7	94,2222222222222
8	94,4444444444445
9	95,3333333333333
10	94,6666666666667
11	96,2222222222222
12	95,5555555555556
13	96
14	95,5555555555556
15	96
16	95,7777777777778
17	96,4444444444444
18	95,5555555555556
19	96,2222222222222
20	94,8888888888889
21	95,5555555555556
22	94,6666666666667
23	96
24	95,5555555555556
25	95,3333333333333
26	95,3333333333333
27	95,1111111111111
28	94,6666666666667
29	94,2222222222222
30	94,2222222222222
31	94
32	94
33	94,4444444444445
34	93,7777777777778
35	94,4444444444445
36	93,5555555555556
37	94,2222222222223
38	94
39	94
40	94,2222222222222
41	94,6666666666667
42	94,6666666666667
43	95,1111111111111
44	95,3333333333333
45	95,1111111111111
46	95,1111111111111
47	94,4444444444445
48	93,5555555555556
49	93,3333333333333
50	93,7777777777778
51	94,4444444444444
52	94,6666666666667
53	94
54	94,2222222222222
55	94
56	94,2222222222222
57	93,5555555555556
58	93,3333333333333
59	92,8888888888889
60	92,4444444444444
61	92,6666666666667
62	92
63	92
64	91,7777777777778
65	90,8888888888889
66	90,4444444444444
67	90,8888888888889
68	91,1111111111111
69	90
70	90,4444444444444
71	89,3333333333333
72	89,1111111111111
73	88,8888888888889
74	89,7777777777778
75	88,6666666666667
76	89,7777777777778
77	89,3333333333333
78	90
79	89,3333333333333
80	89,7777777777778
81	88,4444444444444
82	89,7777777777778
83	88,2222222222222
84	88,2222222222222
85	86,8888888888889
86	87,7777777777778
87	85,7777777777778
88	86
89	81,3333333333333
90	84
91	84
92	84,2222222222222
93	84,2222222222222
94	84,2222222222222
95	83,3333333333333
96	83,7777777777778
97	82,4444444444444
98	82,2222222222222
99	82,2222222222222
100	82,2222222222222
101	82
102	82,2222222222222
103	82,4444444444444
104	82,2222222222222
105	82
106	82
107	81,5555555555556
108	81,1111111111111
109	80,6666666666667
110	79,7777777777778
111	79,1111111111111
112	78,8888888888889
113	78,8888888888889
114	78,6666666666667
115	78,6666666666667
116	78,6666666666667
117	78,6666666666667
118	78,6666666666667
119	78,6666666666667
120	78,4444444444444
121	78,2222222222222
122	78,2222222222222
123	78
124	78
125	77,7777777777778
126	77,1111111111111
127	76,2222222222222
128	75,3333333333333
129	74,2222222222222
130	73,7777777777778
131	72,8888888888889
132	71,3333333333333
133	69,1111111111111
134	65,7777777777778
135	0
